loc,number,disease,increase,year,population
SOUTH CAROLINA,59,POLIO,3.4,1931,1753000
SOUTH DAKOTA,29,POLIO,4.14,1931,694000
TENNESSEE,48,POLIO,1.87,1931,2657000
TEXAS,34,POLIO,0.6,1931,5907000
UTAH,5,POLIO,0.96,1931,513000
VERMONT,89,POLIO,24.78,1931,359000
VIRGINIA,24,POLIO,0.96,1931,2445000
WASHINGTON,85,POLIO,5.35,1931,1581000
WEST VIRGINIA,81,POLIO,4.66,1931,1740000
WISCONSIN,735,POLIO,24.53,1931,2990000
WYOMING,6,POLIO,2.64,1931,229000
ALABAMA,295,SMALLPOX,11.18,1931,2649000
ARIZONA,46,SMALLPOX,10.7,1931,429000
ARKANSAS,753,SMALLPOX,40.76,1931,1848000
CALIFORNIA,1390,SMALLPOX,23.87,1931,5824000
COLORADO,265,SMALLPOX,25.04,1931,1056000
CONNECTICUT,100,SMALLPOX,6.15,1931,1628000
DELAWARE,0,SMALLPOX,0,1931,242000
DISTRICT OF COLUMBIA,0,SMALLPOX,0,1931,504000
FLORIDA,28,SMALLPOX,1.87,1931,1493000
GEORGIA,47,SMALLPOX,1.61,1931,2924000
IDAHO,80,SMALLPOX,17.6,1931,454000
ILLINOIS,1787,SMALLPOX,23.26,1931,7687000
INDIANA,2962,SMALLPOX,90.93,1931,3257000
IOWA,2331,SMALLPOX,93.88,1931,2482000
KANSAS,2580,SMALLPOX,137.17,1931,1881000
KENTUCKY,340,SMALLPOX,12.81,1931,2652000
LOUISIANA,634,SMALLPOX,29.8,1931,2124000
MAINE,1,SMALLPOX,0.12,1931,807000
MARYLAND,1,SMALLPOX,0.06,1931,1657000
MASSACHUSETTS,6,SMALLPOX,0.14,1931,4248000
MICHIGAN,894,SMALLPOX,18.64,1931,4798000
MINNESOTA,246,SMALLPOX,9.4,1931,2614000
MISSISSIPPI,992,SMALLPOX,49.7,1931,1994000
MISSOURI,1106,SMALLPOX,29.81,1931,3711000
MONTANA,144,SMALLPOX,26.75,1931,540000
NEBRASKA,1221,SMALLPOX,88.2,1931,1384000
NEW HAMPSHIRE,2,SMALLPOX,0.42,1931,470000
NEW JERSEY,10,SMALLPOX,0.23,1931,4120000
NEW MEXICO,61,SMALLPOX,14.03,1931,436000
NEW YORK,422,SMALLPOX,3.31,1931,12848000
NORTH CAROLINA,64,SMALLPOX,1.97,1931,3184000
NORTH DAKOTA,421,SMALLPOX,61.89,1931,680000
OHIO,1796,SMALLPOX,26.79,1931,6694000
OKLAHOMA,2032,SMALLPOX,84.56,1931,2403000
OREGON,774,SMALLPOX,80.1,1931,966000
PENNSYLVANIA,11,SMALLPOX,0.11,1931,9707000
RHODE ISLAND,0,SMALLPOX,0,1931,681000
SOUTH CAROLINA,65,SMALLPOX,3.7,1931,1753000
SOUTH DAKOTA,669,SMALLPOX,96.43,1931,694000
TENNESSEE,354,SMALLPOX,13.34,1931,2657000
TEXAS,1799,SMALLPOX,30.47,1931,5907000
UTAH,17,SMALLPOX,3.29,1931,513000
VERMONT,238,SMALLPOX,66.32,1931,359000
VIRGINIA,12,SMALLPOX,0.48,1931,2445000
WASHINGTON,1038,SMALLPOX,65.69,1931,1581000
WEST VIRGINIA,250,SMALLPOX,14.31,1931,1740000
WISCONSIN,370,SMALLPOX,12.32,1931,2990000
WYOMING,54,SMALLPOX,23.61,1931,229000
ALABAMA,270,MEASLES,10.21,1932,2653000
ARIZONA,86,MEASLES,20.11,1932,426000
ARKANSAS,99,MEASLES,5.33,1932,1836000
CALIFORNIA,12618,MEASLES,214.08,1932,5894000
COLORADO,2376,MEASLES,222.9,1932,1066000
CONNECTICUT,5701,MEASLES,348.27,1932,1637000
DELAWARE,39,MEASLES,15.98,1932,245000
DISTRICT OF COLUMBIA,273,MEASLES,53.14,1932,513000
FLORIDA,207,MEASLES,13.63,1932,1521000
GEORGIA,1009,MEASLES,34.36,1932,2935000
IDAHO,40,MEASLES,8.76,1932,459000
ILLINOIS,16113,MEASLES,208.31,1932,7736000
INDIANA,2914,MEASLES,88.78,1932,3281000
IOWA,158,MEASLES,6.32,1932,2489000
KANSAS,6150,MEASLES,326.64,1932,1883000
KENTUCKY,1953,MEASLES,72.99,1932,2676000
LOUISIANA,1453,MEASLES,67.44,1932,2155000
MAINE,8853,MEASLES,1086.28,1932,815000
MARYLAND,1093,MEASLES,65.17,1932,1678000
MASSACHUSETTS,19727,MEASLES,463.19,1932,4259000
MICHIGAN,42116,MEASLES,881.09,1932,4780000
MINNESOTA,2516,MEASLES,95.11,1932,2646000
MISSOURI,1618,MEASLES,43.16,1932,3746000
MONTANA,5443,MEASLES,1007.97,1932,540000
NEBRASKA,438,MEASLES,31.61,1932,1386000
NEW HAMPSHIRE,717,MEASLES,151.26,1932,474000
NEW JERSEY,15407,MEASLES,373.96,1932,4120000
NEW MEXICO,1199,MEASLES,271.9,1932,441000
NEW YORK,60464,MEASLES,465.06,1932,13001000
NORTH CAROLINA,13653,MEASLES,423.04,1932,3227000
NORTH DAKOTA,2150,MEASLES,318.07,1932,676000
OHIO,36228,MEASLES,539.34,1932,6717000
OKLAHOMA,1034,MEASLES,43.17,1932,2394000
OREGON,4998,MEASLES,514.2,1932,972000
PENNSYLVANIA,45957,MEASLES,470.69,1932,9764000
RHODE ISLAND,9970,MEASLES,1472.69,1932,677000
SOUTH CAROLINA,3192,MEASLES,182.58,1932,1748000
SOUTH DAKOTA,667,MEASLES,96.37,1932,692000
TENNESSEE,1870,MEASLES,68.99,1932,2711000
TEXAS,4564,MEASLES,76.58,1932,5961000
UTAH,72,MEASLES,13.91,1932,517000
VERMONT,4103,MEASLES,1146.08,1932,358000
VIRGINIA,1309,MEASLES,53.4,1932,2452000
WASHINGTON,10009,MEASLES,631.93,1932,1584000
WEST VIRGINIA,10476,MEASLES,599.65,1932,1747000
WISCONSIN,28255,MEASLES,935.31,1932,3021000
WYOMING,557,MEASLES,242.1,1932,230000
ALABAMA,35,POLIO,1.38,1932,2653000
ARIZONA,7,POLIO,1.62,1932,426000
ARKANSAS,14,POLIO,0.73,1932,1836000
CALIFORNIA,172,POLIO,2.85,1932,5894000
COLORADO,8,POLIO,0.72,1932,1066000
CONNECTICUT,32,POLIO,1.92,1932,1637000
DELAWARE,11,POLIO,4.5,1932,245000
DISTRICT OF COLUMBIA,34,POLIO,6.57,1932,513000
FLORIDA,8,POLIO,0.55,1932,1521000
GEORGIA,17,POLIO,0.56,1932,2935000
IDAHO,6,POLIO,1.31,1932,459000
ILLINOIS,211,POLIO,2.69,1932,7736000
INDIANA,25,POLIO,0.75,1932,3281000
IOWA,48,POLIO,1.92,1932,2489000
KANSAS,42,POLIO,2.23,1932,1883000
KENTUCKY,52,POLIO,1.94,1932,2676000
LOUISIANA,39,POLIO,1.84,1932,2155000
MAINE,61,POLIO,7.47,1932,815000
MARYLAND,39,POLIO,2.34,1932,1678000
MASSACHUSETTS,62,POLIO,1.44,1932,4259000
MICHIGAN,113,POLIO,2.32,1932,4780000
MINNESOTA,110,POLIO,4.17,1932,2646000
MISSISSIPPI,25,POLIO,1.25,1932,2004000
MISSOURI,9,POLIO,0.27,1932,3746000
MONTANA,7,POLIO,1.33,1932,540000
NEBRASKA,30,POLIO,2.13,1932,1386000
NEW HAMPSHIRE,5,POLIO,1.05,1932,474000
NEW JERSEY,371,POLIO,8.96,1932,4120000
NEW MEXICO,10,POLIO,2.3,1932,441000
NEW YORK,356,POLIO,2.77,1932,13001000
NORTH CAROLINA,54,POLIO,1.63,1932,3227000
NORTH DAKOTA,34,POLIO,5.07,1932,676000
OHIO,84,POLIO,1.14,1932,6717000
OKLAHOMA,28,POLIO,1.13,1932,2394000
OREGON,19,POLIO,1.92,1932,972000
PENNSYLVANIA,1219,POLIO,12.46,1932,9764000
RHODE ISLAND,8,POLIO,1.2,1932,677000
SOUTH CAROLINA,43,POLIO,2.47,1932,1748000
SOUTH DAKOTA,15,POLIO,2.12,1932,692000
TENNESSEE,54,POLIO,2.03,1932,2711000
TEXAS,72,POLIO,1.24,1932,5961000
UTAH,3,POLIO,0.57,1932,517000
VERMONT,2,POLIO,0.56,1932,358000
VIRGINIA,54,POLIO,2.16,1932,2452000
WASHINGTON,75,POLIO,4.74,1932,1584000
WEST VIRGINIA,43,POLIO,2.49,1932,1747000
WISCONSIN,57,POLIO,1.88,1932,3021000
WYOMING,6,POLIO,2.59,1932,230000
ALABAMA,467,SMALLPOX,17.64,1932,2653000
ARIZONA,7,SMALLPOX,1.63,1932,426000
ARKANSAS,360,SMALLPOX,19.59,1932,1836000
CALIFORNIA,495,SMALLPOX,8.37,1932,5894000
COLORADO,61,SMALLPOX,5.7,1932,1066000
CONNECTICUT,86,SMALLPOX,5.24,1932,1637000
DELAWARE,0,SMALLPOX,0,1932,245000
DISTRICT OF COLUMBIA,1,SMALLPOX,0.19,1932,513000
FLORIDA,33,SMALLPOX,2.19,1932,1521000
GEORGIA,15,SMALLPOX,0.5,1932,2935000
IDAHO,85,SMALLPOX,18.56,1932,459000
ILLINOIS,340,SMALLPOX,4.39,1932,7736000
INDIANA,383,SMALLPOX,11.64,1932,3281000
IOWA,1163,SMALLPOX,46.65,1932,2489000
KANSAS,168,SMALLPOX,8.93,1932,1883000
KENTUCKY,171,SMALLPOX,6.39,1932,2676000
LOUISIANA,151,SMALLPOX,7.02,1932,2155000
MAINE,1,SMALLPOX,0.12,1932,815000
MARYLAND,0,SMALLPOX,0,1932,1678000
MASSACHUSETTS,43,SMALLPOX,1.01,1932,4259000
MICHIGAN,223,SMALLPOX,4.62,1932,4780000
MINNESOTA,93,SMALLPOX,3.55,1932,2646000
MISSISSIPPI,525,SMALLPOX,26.24,1932,2004000
MISSOURI,236,SMALLPOX,6.28,1932,3746000
MONTANA,136,SMALLPOX,25.24,1932,540000
NEBRASKA,302,SMALLPOX,21.77,1932,1386000
NEW HAMPSHIRE,2,SMALLPOX,0.42,1932,474000
NEW JERSEY,0,SMALLPOX,0,1932,4120000
NEW MEXICO,22,SMALLPOX,5,1932,441000
NEW YORK,193,SMALLPOX,1.48,1932,13001000
NORTH CAROLINA,72,SMALLPOX,2.16,1932,3227000
NORTH DAKOTA,243,SMALLPOX,35.97,1932,676000
OHIO,1018,SMALLPOX,15.11,1932,6717000
OKLAHOMA,537,SMALLPOX,22.44,1932,2394000
OREGON,392,SMALLPOX,40.35,1932,972000
PENNSYLVANIA,7,SMALLPOX,0.07,1932,9764000
RHODE ISLAND,0,SMALLPOX,0,1932,677000
SOUTH CAROLINA,17,SMALLPOX,0.98,1932,1748000
SOUTH DAKOTA,158,SMALLPOX,22.8,1932,692000
TENNESSEE,439,SMALLPOX,16.22,1932,2711000
TEXAS,1068,SMALLPOX,17.95,1932,5961000
UTAH,4,SMALLPOX,0.77,1932,517000
VERMONT,174,SMALLPOX,48.64,1932,358000
VIRGINIA,10,SMALLPOX,0.4,1932,2452000
WASHINGTON,665,SMALLPOX,42.01,1932,1584000
WEST VIRGINIA,62,SMALLPOX,3.56,1932,1747000
WISCONSIN,89,SMALLPOX,2.92,1932,3021000
WYOMING,23,SMALLPOX,9.97,1932,230000
ALABAMA,1735,MEASLES,65.22,1933,2661000
ARIZONA,1261,MEASLES,296.01,1933,426000
ARKANSAS,5438,MEASLES,293.32,1933,1854000
CALIFORNIA,26551,MEASLES,445.28,1933,5963000
COLORADO,297,MEASLES,27.69,1933,1071000
CONNECTICUT,5430,MEASLES,330.66,1933,1642000
DELAWARE,205,MEASLES,82.68,1933,248000
DISTRICT OF COLUMBIA,533,MEASLES,100.8,1933,529000
FLORIDA,993,MEASLES,63.93,1933,1552000
GEORGIA,4628,MEASLES,156.88,1933,2950000
IDAHO,898,MEASLES,193.59,1933,464000
ILLINOIS,12092,MEASLES,155.65,1933,7768000
INDIANA,3570,MEASLES,108.02,1933,3304000
IOWA,824,MEASLES,33.01,1933,2495000
KANSAS,6289,MEASLES,335.08,1933,1877000
KENTUCKY,1560,MEASLES,57.86,1933,2698000
LOUISIANA,931,MEASLES,42.77,1933,2178000
MAINE,110,MEASLES,13.39,1933,821000
MARYLAND,697,MEASLES,41.18,1933,1694000
MASSACHUSETTS,15067,MEASLES,351.86,1933,4282000
MICHIGAN,22089,MEASLES,462.14,1933,4780000
MINNESOTA,20110,MEASLES,752.33,1933,2673000
MISSOURI,5771,MEASLES,152.96,1933,3773000
MONTANA,2270,MEASLES,419.57,1933,541000
NEBRASKA,1625,MEASLES,117.35,1933,1385000
NEW HAMPSHIRE,1042,MEASLES,218.48,1933,477000
NEW JERSEY,29855,MEASLES,726.94,1933,4107000
NEW MEXICO,668,MEASLES,148.8,1933,449000
NEW YORK,72057,MEASLES,549,1933,13126000
NORTH CAROLINA,16197,MEASLES,495.59,1933,3268000
NORTH DAKOTA,2518,MEASLES,373.64,1933,674000
OHIO,15751,MEASLES,233.67,1933,6740000
OKLAHOMA,2437,MEASLES,101.87,1933,2392000
OREGON,2253,MEASLES,230.37,1933,978000
PENNSYLVANIA,32912,MEASLES,336.38,1933,9784000
RHODE ISLAND,63,MEASLES,9.36,1933,675000
SOUTH CAROLINA,6319,MEASLES,360.64,1933,1752000
SOUTH DAKOTA,2064,MEASLES,299.08,1933,690000
TENNESSEE,3667,MEASLES,133.48,1933,2747000
TEXAS,21734,MEASLES,361.4,1933,6014000
UTAH,2091,MEASLES,402.1,1933,520000
VERMONT,1116,MEASLES,312.58,1933,357000
VIRGINIA,8656,MEASLES,351.88,1933,2460000
WASHINGTON,2481,MEASLES,155.84,1933,1592000
WEST VIRGINIA,5315,MEASLES,303.34,1933,1752000
WISCONSIN,9651,MEASLES,317.48,1933,3040000
WYOMING,573,MEASLES,249.06,1933,230000
ALABAMA,28,POLIO,1.12,1933,2661000
ARIZONA,16,POLIO,3.72,1933,426000
ARKANSAS,13,POLIO,0.67,1933,1854000
CALIFORNIA,151,POLIO,2.55,1933,5963000
COLORADO,7,POLIO,0.65,1933,1071000
CONNECTICUT,74,POLIO,4.49,1933,1642000
DELAWARE,13,POLIO,5.23,1933,248000
DISTRICT OF COLUMBIA,7,POLIO,1.33,1933,529000
FLORIDA,9,POLIO,0.55,1933,1552000
GEORGIA,17,POLIO,0.56,1933,2950000
IDAHO,6,POLIO,1.3,1933,464000
ILLINOIS,221,POLIO,2.81,1933,7768000
INDIANA,45,POLIO,1.35,1933,3304000
IOWA,45,POLIO,1.8,1933,2495000
KANSAS,54,POLIO,2.87,1933,1877000
KENTUCKY,44,POLIO,1.66,1933,2698000
LOUISIANA,28,POLIO,1.35,1933,2178000
MAINE,66,POLIO,8.04,1933,821000
MARYLAND,49,POLIO,2.94,1933,1694000
MASSACHUSETTS,359,POLIO,8.36,1933,4282000
MICHIGAN,93,POLIO,1.9,1933,4780000
MINNESOTA,314,POLIO,11.75,1933,2673000
MISSISSIPPI,9,POLIO,0.45,1933,2031000
MISSOURI,35,POLIO,0.95,1933,3773000
MONTANA,11,POLIO,2,1933,541000
NEBRASKA,25,POLIO,1.78,1933,1385000
NEW HAMPSHIRE,11,POLIO,2.31,1933,477000
NEW JERSEY,245,POLIO,5.93,1933,4107000
NEW MEXICO,9,POLIO,1.98,1933,449000
NEW YORK,1378,POLIO,10.56,1933,13126000
NORTH CAROLINA,30,POLIO,0.9,1933,3268000
NORTH DAKOTA,86,POLIO,12.77,1933,674000
OHIO,361,POLIO,5.3,1933,6740000
OKLAHOMA,28,POLIO,1.15,1933,2392000
OREGON,36,POLIO,3.64,1933,978000
PENNSYLVANIA,411,POLIO,4.2,1933,9784000
RHODE ISLAND,17,POLIO,2.54,1933,675000
SOUTH CAROLINA,28,POLIO,1.61,1933,1752000
SOUTH DAKOTA,32,POLIO,4.57,1933,690000
TENNESSEE,114,POLIO,4.19,1933,2747000
TEXAS,47,POLIO,0.83,1933,6014000
UTAH,12,POLIO,2.28,1933,520000
VERMONT,36,POLIO,10.08,1933,357000
VIRGINIA,39,POLIO,1.56,1933,2460000
WASHINGTON,95,POLIO,5.96,1933,1592000
WEST VIRGINIA,95,POLIO,5.45,1933,1752000
WISCONSIN,67,POLIO,2.22,1933,3040000
WYOMING,11,POLIO,4.76,1933,230000
ALABAMA,82,SMALLPOX,3.14,1933,2661000
ARIZONA,10,SMALLPOX,2.31,1933,426000
ARKANSAS,230,SMALLPOX,12.4,1933,1854000
CALIFORNIA,1059,SMALLPOX,17.7,1933,5963000
COLORADO,167,SMALLPOX,15.56,1933,1071000
CONNECTICUT,29,SMALLPOX,1.75,1933,1642000
DELAWARE,0,SMALLPOX,0,1933,248000
DISTRICT OF COLUMBIA,2,SMALLPOX,0.38,1933,529000
FLORIDA,1,SMALLPOX,0.06,1933,1552000
GEORGIA,46,SMALLPOX,1.53,1933,2950000
IDAHO,196,SMALLPOX,42.29,1933,464000
ILLINOIS,272,SMALLPOX,3.49,1933,7768000
INDIANA,88,SMALLPOX,2.64,1933,3304000
IOWA,748,SMALLPOX,29.92,1933,2495000
KANSAS,50,SMALLPOX,2.64,1933,1877000
KENTUCKY,20,SMALLPOX,0.78,1933,2698000
LOUISIANA,75,SMALLPOX,3.48,1933,2178000
MAINE,0,SMALLPOX,0,1933,821000
MARYLAND,0,SMALLPOX,0,1933,1694000
MASSACHUSETTS,0,SMALLPOX,0,1933,4282000
MICHIGAN,43,SMALLPOX,0.86,1933,4780000
MINNESOTA,55,SMALLPOX,2.05,1933,2673000
MISSISSIPPI,45,SMALLPOX,2.24,1933,2031000
MISSOURI,121,SMALLPOX,3.25,1933,3773000
MONTANA,38,SMALLPOX,6.98,1933,541000
NEBRASKA,135,SMALLPOX,9.71,1933,1385000
NEW HAMPSHIRE,0,SMALLPOX,0,1933,477000
NEW JERSEY,1,SMALLPOX,0.02,1933,4107000
NEW MEXICO,19,SMALLPOX,4.22,1933,449000
NEW YORK,3,SMALLPOX,0.03,1933,13126000
NORTH CAROLINA,37,SMALLPOX,1.11,1933,3268000
NORTH DAKOTA,27,SMALLPOX,4.04,1933,674000
OHIO,249,SMALLPOX,3.63,1933,6740000
OKLAHOMA,165,SMALLPOX,6.84,1933,2392000
OREGON,312,SMALLPOX,31.82,1933,978000
PENNSYLVANIA,0,SMALLPOX,0,1933,9784000
RHODE ISLAND,0,SMALLPOX,0,1933,675000
SOUTH CAROLINA,22,SMALLPOX,1.26,1933,1752000
SOUTH DAKOTA,21,SMALLPOX,3.02,1933,690000
TENNESSEE,50,SMALLPOX,1.83,1933,2747000
TEXAS,822,SMALLPOX,13.67,1933,6014000
UTAH,28,SMALLPOX,5.39,1933,520000
VERMONT,3,SMALLPOX,0.84,1933,357000
VIRGINIA,8,SMALLPOX,0.32,1933,2460000
WASHINGTON,283,SMALLPOX,17.78,1933,1592000
WEST VIRGINIA,59,SMALLPOX,3.38,1933,1752000
WISCONSIN,538,SMALLPOX,17.69,1933,3040000
WYOMING,5,SMALLPOX,2.15,1933,230000
ALABAMA,15849,MEASLES,590.27,1934,2685000
ARIZONA,1022,MEASLES,238.81,1934,428000
ARKANSAS,7222,MEASLES,384.57,1934,1878000
CALIFORNIA,25650,MEASLES,423.26,1934,6060000
COLORADO,12946,MEASLES,1204.25,1934,1075000
CONNECTICUT,4659,MEASLES,282.35,1934,1650000
DELAWARE,3063,MEASLES,1225.2,1934,250000
DISTRICT OF COLUMBIA,6461,MEASLES,1137.49,1934,568000
FLORIDA,8015,MEASLES,505.65,1934,1585000
GEORGIA,22965,MEASLES,774.78,1934,2964000
IDAHO,1194,MEASLES,252.43,1934,473000
ILLINOIS,44676,MEASLES,574.84,1934,7772000
INDIANA,20943,MEASLES,631.03,1934,3319000
IOWA,8694,MEASLES,346.39,1934,2510000
KANSAS,10066,MEASLES,538.84,1934,1868000
KENTUCKY,11501,MEASLES,422.55,1934,2722000
LOUISIANA,4866,MEASLES,220.96,1934,2202000
MAINE,647,MEASLES,78.02,1934,829000
MARYLAND,26948,MEASLES,1575.91,1934,1710000
MASSACHUSETTS,44749,MEASLES,1039.49,1934,4305000
MICHIGAN,6355,MEASLES,132.48,1934,4798000
MINNESOTA,8451,MEASLES,313.6,1934,2695000
MISSOURI,20414,MEASLES,539.48,1934,3784000
MONTANA,1940,MEASLES,355.92,1934,545000
NEBRASKA,4575,MEASLES,331.03,1934,1382000
NEW HAMPSHIRE,4064,MEASLES,846.7,1934,480000
NEW JERSEY,14718,MEASLES,359.92,1934,4089000
NEW MEXICO,3374,MEASLES,731.9,1934,461000
NEW YORK,34208,MEASLES,258.13,1934,13253000
NORTH CAROLINA,55684,MEASLES,1685.34,1934,3304000
NORTH DAKOTA,4419,MEASLES,657.63,1934,672000
OHIO,27713,MEASLES,410.5,1934,6751000
OKLAHOMA,9040,MEASLES,378.08,1934,2391000
OREGON,1906,MEASLES,193.5,1934,985000
PENNSYLVANIA,83076,MEASLES,848.11,1934,9795000
RHODE ISLAND,444,MEASLES,65.79,1934,675000
SOUTH CAROLINA,11222,MEASLES,637.61,1934,1760000
SOUTH DAKOTA,9370,MEASLES,1373.94,1934,682000
TENNESSEE,18036,MEASLES,647.85,1934,2784000
TEXAS,29699,MEASLES,490.66,1934,6053000
UTAH,11405,MEASLES,2184.87,1934,522000
VERMONT,1359,MEASLES,380.66,1934,357000
VIRGINIA,28795,MEASLES,1158.76,1934,2485000
WASHINGTON,7628,MEASLES,473.84,1934,1610000
WEST VIRGINIA,4105,MEASLES,231.8,1934,1771000
WISCONSIN,40706,MEASLES,1332.84,1934,3054000
WYOMING,2254,MEASLES,967.44,1934,233000
ALABAMA,50,POLIO,1.89,1934,2685000
ARIZONA,110,POLIO,25.68,1934,428000
ARKANSAS,14,POLIO,0.73,1934,1878000
CALIFORNIA,3271,POLIO,53.99,1934,6060000
COLORADO,17,POLIO,1.57,1934,1075000
CONNECTICUT,14,POLIO,0.84,1934,1650000
DELAWARE,3,POLIO,1.2,1934,250000
DISTRICT OF COLUMBIA,9,POLIO,1.61,1934,568000
FLORIDA,17,POLIO,1.07,1934,1585000
GEORGIA,20,POLIO,0.64,1934,2964000
IDAHO,121,POLIO,25.56,1934,473000
ILLINOIS,218,POLIO,2.8,1934,7772000
INDIANA,69,POLIO,2.07,1934,3319000
IOWA,35,POLIO,1.4,1934,2510000
KANSAS,81,POLIO,4.3,1934,1868000
KENTUCKY,118,POLIO,4.37,1934,2722000
LOUISIANA,25,POLIO,1.2,1934,2202000
MAINE,21,POLIO,2.52,1934,829000
MARYLAND,29,POLIO,1.73,1934,1710000
MASSACHUSETTS,76,POLIO,1.76,1934,4305000
MICHIGAN,230,POLIO,4.75,1934,4798000
MINNESOTA,95,POLIO,3.57,1934,2695000
MISSISSIPPI,23,POLIO,1.15,1934,2050000
MISSOURI,34,POLIO,0.95,1934,3784000
MONTANA,322,POLIO,59.06,1934,545000
NEBRASKA,21,POLIO,1.48,1934,1382000
NEW HAMPSHIRE,9,POLIO,1.89,1934,480000
NEW JERSEY,66,POLIO,1.58,1934,4089000
NEW MEXICO,18,POLIO,3.93,1934,461000
NEW YORK,234,POLIO,1.84,1934,13253000
NORTH CAROLINA,45,POLIO,1.35,1934,3304000
NORTH DAKOTA,13,POLIO,1.95,1934,672000
OHIO,281,POLIO,4.08,1934,6751000
OKLAHOMA,13,POLIO,0.52,1934,2391000
OREGON,85,POLIO,8.59,1934,985000
PENNSYLVANIA,135,POLIO,1.35,1934,9795000
RHODE ISLAND,1,POLIO,0.15,1934,675000
SOUTH CAROLINA,13,POLIO,0.75,1934,1760000
SOUTH DAKOTA,36,POLIO,5.3,1934,682000
TENNESSEE,61,POLIO,2.27,1934,2784000
TEXAS,151,POLIO,2.49,1934,6053000
UTAH,13,POLIO,2.47,1934,522000
VERMONT,8,POLIO,2.24,1934,357000
VIRGINIA,77,POLIO,3.08,1934,2485000
WASHINGTON,734,POLIO,45.57,1934,1610000
WEST VIRGINIA,87,POLIO,4.97,1934,1771000
WISCONSIN,142,POLIO,4.63,1934,3054000
WYOMING,9,POLIO,3.87,1934,233000
ALABAMA,23,SMALLPOX,0.87,1934,2685000
ARIZONA,3,SMALLPOX,0.69,1934,428000
ARKANSAS,107,SMALLPOX,5.68,1934,1878000
CALIFORNIA,181,SMALLPOX,3.02,1934,6060000
COLORADO,154,SMALLPOX,14.34,1934,1075000
CONNECTICUT,0,SMALLPOX,0,1934,1650000
DELAWARE,0,SMALLPOX,0,1934,250000
DISTRICT OF COLUMBIA,0,SMALLPOX,0,1934,568000
FLORIDA,3,SMALLPOX,0.19,1934,1585000
GEORGIA,12,SMALLPOX,0.38,1934,2964000
IDAHO,103,SMALLPOX,21.76,1934,473000
ILLINOIS,107,SMALLPOX,1.34,1934,7772000
INDIANA,73,SMALLPOX,2.19,1934,3319000
IOWA,166,SMALLPOX,6.64,1934,2510000
KANSAS,113,SMALLPOX,5.99,1934,1868000
KENTUCKY,29,SMALLPOX,1.09,1934,2722000
LOUISIANA,63,SMALLPOX,2.94,1934,2202000
MAINE,0,SMALLPOX,0,1934,829000
MARYLAND,0,SMALLPOX,0,1934,1710000
MASSACHUSETTS,0,SMALLPOX,0,1934,4305000
MICHIGAN,52,SMALLPOX,1.07,1934,4798000
MINNESOTA,313,SMALLPOX,11.62,1934,2695000
MISSISSIPPI,26,SMALLPOX,1.28,1934,2050000
MISSOURI,186,SMALLPOX,4.89,1934,3784000
MONTANA,21,SMALLPOX,3.83,1934,545000
NEBRASKA,226,SMALLPOX,16.3,1934,1382000
NEW HAMPSHIRE,2,SMALLPOX,0.42,1934,480000
NEW JERSEY,0,SMALLPOX,0,1934,4089000
NEW MEXICO,15,SMALLPOX,3.27,1934,461000
NEW YORK,0,SMALLPOX,0,1934,13253000
NORTH CAROLINA,18,SMALLPOX,0.54,1934,3304000
NORTH DAKOTA,28,SMALLPOX,4.19,1934,672000
OHIO,39,SMALLPOX,0.48,1934,6751000
OKLAHOMA,105,SMALLPOX,4.37,1934,2391000
OREGON,151,SMALLPOX,15.29,1934,985000
PENNSYLVANIA,0,SMALLPOX,0,1934,9795000
RHODE ISLAND,0,SMALLPOX,0,1934,675000
SOUTH CAROLINA,24,SMALLPOX,1.37,1934,1760000
SOUTH DAKOTA,134,SMALLPOX,19.7,1934,682000
TENNESSEE,38,SMALLPOX,1.39,1934,2784000
TEXAS,883,SMALLPOX,14.61,1934,6053000
UTAH,34,SMALLPOX,6.5,1934,522000
VERMONT,0,SMALLPOX,0,1934,357000
VIRGINIA,32,SMALLPOX,1.28,1934,2485000
WASHINGTON,547,SMALLPOX,33.98,1934,1610000
WEST VIRGINIA,11,SMALLPOX,0.63,1934,1771000
WISCONSIN,1010,SMALLPOX,33.12,1934,3054000
WYOMING,107,SMALLPOX,45.94,1934,233000
ALABAMA,7214,MEASLES,265.34,1935,2719000
ARIZONA,586,MEASLES,135.02,1935,434000
ARKANSAS,1518,MEASLES,80.33,1935,1890000
CALIFORNIA,28799,MEASLES,466.38,1935,6175000
COLORADO,12786,MEASLES,1186.07,1935,1078000
CONNECTICUT,24149,MEASLES,1449.49,1935,1666000
DELAWARE,1040,MEASLES,412.7,1935,252000
DISTRICT OF COLUMBIA,929,MEASLES,152.73,1935,608000
FLORIDA,1174,MEASLES,72.77,1935,1613000
GEORGIA,31,MEASLES,1.05,1935,2955000
IDAHO,877,MEASLES,182.33,1935,481000
ILLINOIS,58229,MEASLES,746.81,1935,7797000
INDIANA,9967,MEASLES,299.12,1935,3332000
IOWA,21849,MEASLES,865.65,1935,2524000
KANSAS,26190,MEASLES,1399.01,1935,1872000
KENTUCKY,14667,MEASLES,533.77,1935,2748000
LOUISIANA,2613,MEASLES,117.22,1935,2228000
MAINE,7171,MEASLES,857.76,1935,836000
MARYLAND,2302,MEASLES,133.17,1935,1729000
MASSACHUSETTS,12453,MEASLES,286.73,1935,4343000
MICHIGAN,77451,MEASLES,1600.88,1935,4838000
